Reviewer Name,Rating,Review Text,Sentiment
"GrenA - June 1,",5,"Customer rating: 5 out of 5 stars Great upgrade to an already great product Reviewed by GrenA - June 1, 2022 [This review was collected as part of a promotion.] I purchased my first noise cancelling headphones in 2017 and, after a significant amount of research decided on the MDR-1000X. I have been extremely happy with the quality of these products to the extent that I then purchased my wife a pair of WH-1000XM3, the upgraded version of my headphones in 2019. We were both extremely happy with the design, comfort, ease of use and quality of the products. The main reason for purchasing them was for travelling, and making long-haul flights more enjoyable without the distraction of the plane and other background noises. The WH-1000XM5 are, however, a significant step up from these previous products.
Firstly, the headphones feel significantly lighter, which is always a plus for travelling.
The previous versions used to fold away into their carry case with a bit of twisting, which I always was worried about in case of getting it wrong, having to double check each time that I folded the correct ear. To be fair, it was easy enough, but with this pair, there is no need for this and they simply fold flat back into their case, which makes easier The carry case is a bit bigger, which therefore takes a bit more room in your hand luggage, but has room within it for all cabling (audio and charger), which is a good.
I actually think the latest version are more comfortable as well - but it is marginal.
I always felt noise cancelling was great on the previous product and it is equally so on the new version. The big plus for me is that there is now no need to run the noise cancelling optimiser for different surroundings. OK, it was fairly simple by pressing a button, but it took about a minute to complete. There is no need for this with the XM5's, as apparently they auto optimise based on your surroundings - which is great.
There are other new features that you have to get used to:
- the headphones automatically pause what you were listening to when you take them off, and restart when you put them back on - confusing at first when testing, when you think you must have pressed something by accident, but it is a feature which is quite useful
- similarly, if you start speaking, the headphones recognise this, pause your music and switch to ambient mode so you can hear - ideal for when you are asked if you want a drink on the plane!
Apparently you can pair the headphones to 2 devices simultaneously, in case you are listening to music on a laptop but want to still receive calls!? That is not really relevant for me, so I have not tried it.
Battery life is claimed at 30 hours and a 10 minute charge apparently provides 5 hours of battery use. Again, I cannot validate these figures - but have not experienced any issues. In short, they charge quickly and last a long time!
Sound quality is pretty important when buying headphones and this is where they come into their own, and I personally think they offer a much fuller sound than my original 1000X, with impressive bass. They are a real step up.
In summary, these are really excellent headphones from every perspective and I was pleasantly surprised at how they improved on what I previously thought were perfectly adequate 1000X. I am very happy that I have the new ones, especially as now we can fly again so hopefully I will get chance to use them more often. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"gtdad - May 24,",4,"Customer rating: 4 out of 5 stars Great Technology with Design Drawbacks Reviewed by gtdad - May 24, 2022 [This review was collected as part of a promotion.] The Sony WH-1000Xm5 is the latest version of the best noise cancelling headphones available today.

I also have the Sony WH-1000Xm3 and the Bose QC 45, which I will compare in this review.

There is a lot of great technology, however Sony made some design choices which may make this not suitable for everyone.

Out of the box the first thing you notice is the size of the case.  It is approximately 30% larger than the Xm3 and about 40% larger than the QC45. This is due to the new design of the Xm5 which do not fold. This is an unfortunate trend, as Bose, Apple and Microsoft headphones don’t fold either. I use noise cancelling headphones predominantly for travel. My backpack or carryon has limited space. Carrying 2 of these headphones (for myself and my wife) now takes up the space of 3 foldable headphones.

Also included in the case is the headphone cable and a ridiculously small charging cable. So small that it is basically unusable.

The double prong airline adapter is no longer included, which is fine since I have never used one and I don’t know if any airline uses that anymore.

The headband is now rounder and slimmer. I found the new design to be less comfortable than the flatter design of the other headphones as the contact with your head is now concentrated in a smaller area. If you have a thick head of hair, you may not notice this. However, if you have thinning hair or you are bald I think you will notice this.

The ear cups now have a wider opening which will be more comfortable for most people.

However, the ear cup padding is only half as thick and softer than the Xm3 and this causes  a couple of issues. (See attached picture).

The padding compresses too easily and goes into the ear cup. This is not only less comfortable, it also affects the seal around your ears which results in noise leakage. The first time I used the noise cancelling I was shocked at how poor it was. After several uses I realized that the ear cup foam was not sealing properly. When I pushed the ear cups closer to my ears by holding both sides of the headband the noise cancelling was incredible. The foam is too soft and too thin. Sony should definitely offer a replacement which is thicker. This would be an easy and inexpensive fix.

I weighed the Xm5 at 249 grams, the Xm3 at 254 grams and the QC 45 at 235 grams. You can feel a sight difference compared to the Xm3, however the Bose is still noticeably lighter.

The Xm5 in black is also a fingerprint magnet. This is especially bad because the headphone controls require your finger to swipe the earcups.

Finally, there is no voice announcement when you turn the power on. I am used to hearing that the power is on and which device I am connected to. Instead all you get is a couple of guitar sounding notes when you turn it on and when it connects.

Now on to the great technology.

Initial pairing with my Pixel phone was instantaneous. Connection is fast and stable.

Noise cancellation, when ear cups are sealed properly, is incredible. Far better than the QC 45 and noticeably better than the Xm3, especially with higher frequencies.
The Xm5 can connect to 2 different devices.
Phone calls are much better than any  other headphone I have used. The conversation is loud and clear on both ends while the Xm5 completely block out the noise from your surroundings. The other party will think that you are in a quiet room no matter your surroundings. Ambient sound quality is also improved and can now be adjusted automatically depending on your surroundings.

The Xm3 required you to go to the app and do it manually.

Sound quality for music and voice is also excellent, and is adjustable with EQ settings in the app.

Battery charge lasts up to 30 hours, which is excellent. However, fast charging is improved with a 3 minute charge giving you up to 3 hours of use, when charged with a PD adapter.

Other features like Speak to Pause and Remove Headphones to Pause work great and are very useful.

In summary, the tech is top notch , the design is not (at least for me). I realize that we are all built differently and some of the negatives I mentioned may not affect you.  And Sony could easily fix the sound leakage with thicker foam pads.
Therefore, I would recommend the Sony WH-1000Xm5 only if you can try them on first. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Chas1953 - June,5,"Customer rating: 5 out of 5 stars Sony WH-1000XM5: Headphones just got better Reviewed by Chas1953 - June 4, 2022 [This review was collected as part of a promotion.] A giant leap forward in wireless noise cancelling, Sony’s WH-1000XM5 Headphones have arrived. From the moment you inbox them until you hear the first sound from them is a simple journey. Download the app and follow the instructions to set the headphones up is very simple and your experience will begin. Individual settings begins with photographing your ears to customise your sounds settings to you, completely adjustable. Each cup had four microphones to capture ambient sounds more accurately, high resolution audio with precise voice pick up technology and wind noise reduction for clearer phone calls. Speak to chat automatically pauses your music and lets in ambient sounds, handy if in a shop! Swift pair makes it easy connecting to devices and battery life of 30 hours makes these new headphones a excellent choice for your listening pleasure! Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
JulianaH - January,5,"Customer rating: 5 out of 5 stars Great headphones to cancel outside noises! Verified Buyer Reviewed by JulianaH - January 26, 2024 [This review was collected as part of a promotion.] Headphones are great for people who want to study. I get really distracted with outside noise but the noise canceling on these are really awesome. The quality of the music is really nice. I feel like i’m in the studio w the artist listening to unreleased music. The battery life outlasts my phone, my airpod pros, and my ipad. Overall, for the price I think it’s really worth it and it’ll last for years due to the overall quality. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
SonyWH1000XM5Navy,4,"Customer rating: 4 out of 5 stars Great Features Reviewed by SonyWH1000XM5Navy - January 31, 2024 I bought this a few months ago and I’m happy that I did. I bought it to use in conjunction with Elgato Wave XLR and Wave DX as part of my gaming set up #wildflame71. The Sony WH-1000XM5 headphones connect to the Elgato products via the Twelve South Airfly Pro aptX compatible wireless transmitter/receiver and enable wireless sound via Bluetooth. This is successful and once you have the hang of it fairly straightforward. The cushions are memory foam and a good size - my husband has a pair too and is happy with the fit. Multipoint connectivity is a great feature and phone calls connect seamlessly whilst switching from my Twelve South Airfly Pro via the Sony Headphones App to my iPhone 15 Pro. The App walks you through setup of the headphones easily. Adaptive Sound Control, Speak to Chat and 30 hours of battery life make this headset an excellent choice whatever your activity. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"Michi - July 10,",5,"Customer rating: 5 out of 5 stars These are Amazing! Verified Buyer Reviewed by Michi - July 10, 2023 [This review was collected as part of a promotion.] I love these headphones. I’ve used them for over a month now and have to say I’ve honestly never had headphones that are so comfortable and fit so well. They’re my first pair of expensive over the ear headphones, so I was worried they would squeeze my head tight, but I’ve even fallen asleep with them and felt fine! I’ve worn them for hours on end, the battery does last a while even when not fully charged. The app for the headphones could be a little bit more user friendly and have a few bugs worked out, but it’s still easy enough to use. Pairing is simple, it even paired to the Bluetooth on my television. These are also my first noise cancelling headphones, and it’s really nice! It even worked well for me when I was sewing on my sewing machine and my partner was playing video games next to me. The music on a low volume was still enough to completely drown out everything too. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Maltourus - October,3,"Customer rating: 3 out of 5 stars Poor design for longevity or repairability Verified Buyer Reviewed by Maltourus - October 28, 2022 [This review was collected as part of a promotion.] Sound good, look goofy, feel ok. Worse noise canceling than the wh-1000xm3. If you are a soft hipster type who doesn't know what a hammer is for the rubber coating might not start wearing off in a month or two. Maybe don't mow the lawn with them, or paint, or do anything but sit sweat-sweat free staring at your phone. They are not German Shephard proof.  If the headband needs to be replaced there is a cable that attaches the two sides that runs through the bracket where the connector cannot fit. Thus, to do any significant repair to the headband, including the soft, ultra delicate faux rubber around the padding you better know where to source and how to crimp on an extraordinarily brittle 16 pin connector. Thank god for ebay and electrical tape. I won't be winning any fashion awards with my Frankenphones. If I had known they were so difficult to repair I wouldn't have purchased. Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Positive
Gilly89 - February,5,"Customer rating: 5 out of 5 stars Sony WH-1000xm5 is great Verified Buyer Reviewed by Gilly89 - February 15, 2025 [This review was collected as part of a promotion.] Ive never owned quality headphoens until now. These Sony WH-1000xm5 headphones are pretty good at noise canceling especially when i pair them to Alienware M16 R1. Volume is great, design is modern,  battery is very good, and connectivity great due to the fact that incan connect via headphone jack. Its got great audio quality for music and video games. The carrying pack is also simple and nice. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Xopi - October,5,"Customer rating: 5 out of 5 stars Goodbye world! Reviewed by Xopi - October 6, 2022 [This review was collected as part of a promotion.] I’ve tried several noise cancelling headphones and I have finally discovered headphones that meet my standards!! The Sony wireless noise cancelling headphones are perfection.  Perfect for when you want to focus on your work, drown out noise, awesome travel headphones. They are so comfortable to wear, it doesn’t feel like you’re wearing them at all.  They come in a sleek carrying case. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
MaPo - November,1,"Customer rating: 1 out of 5 stars DO NOT BUY SONY HEADPHONES! Reviewed by MaPo - November 17, 2024 [This review was collected as part of a promotion.] They sound fine, but there is a known flaw in the engineering of the headphones. After 10 months of use, the hinge randomly cracked, and now the headphones are unusable. This is such a known issue that they have collaborated with another company to repair the headphones at the customer's expense. While online it is allegedly listed for those whose break happens ""out of warranty,"" when you actually seek a warranty repair, they say it constitutes physical damage and is not covered. THEY WILL NOT STAND BEHIND THE PRODUCT OR HONOR THE WARRANTY. Buy literally any other brand- these are not worth it. Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Neutral
Crivrex - March,4,"Customer rating: 4 out of 5 stars It’s still a great product, but… Verified Buyer Reviewed by Crivrex - March 22, 2024 [This review was collected as part of a promotion.] The headset is as good as the XM4 with better drivers. The regular listener won’t be able to tell the difference between these and the previous XM4. Only thing I don’t like is they went with a thinner top cushion and a cheap organic material for the ear cups which makes it feel more in the 250 dollar range off the get go and not 350-400 dollars. The top cushion will make your head irritated after a while making me have to shift it back and forward. Makes it itchy. They should have kept the width of the XM4’s for the top. Noise isolation is good but I feel like the cheap material is making some sound to come in. This is a stipulation and would have to try the XM4’s again to verify this. Ear cushion could have used a bit more cushion. They are supper soft and push in too much. I’m interested to know more about the XM6 and may return these if they fix some of my preferred things I mentioned otherwise, these will have to do. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
JoesApartment -,5,"Customer rating: 5 out of 5 stars Couldn't be better Verified Buyer Reviewed by JoesApartment - May 12, 2023 [This review was collected as part of a promotion.] These are the best headphones i have owned. They might look big but they are smaller and lighter than you think. I work in a very loud environment, i can still hear things but its 5-10% of what i normally would. The quality is much better than other headphones i have used. I love these headphones so much i got a second pair. Definitely worth the money Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Anonymous reviewer,5,"Customer rating: 5 out of 5 stars Best Ever Verified Buyer Reviewed by Anonymous reviewer - July 24, 2023 [This review was collected as part of a promotion.] These headphones are amazing. I use them every day and the battery lasts forever. I was debating between these and the Airpod max’s and these are so much better sound quality, comfortability and so much better for the price. They also coke with a case, unlike the Airpods. HIGHLY recommend Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Doug12 - December,5,"Customer rating: 5 out of 5 stars Absolutely amazing!!! Reviewed by Doug12 - December 26, 2022 I just bought these about a week ago and they a very, very good! The sound quality is fantastic and the reality audio 360 too. I had been getting more noisy from my new neighbours recently which I had never had before and after reading lots of reviews about the xm5 s was swithering about getting them 
but decided to take the plunge and buy them. The noise cancelling is outstanding!!! I also work long hours in a fast paced, busy, noisy restaurant environment and sometimes at the end of my shift just want to cut off the outside world. These are perfect for that and a joy to wear! Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"Gagan - June 25,",5,"Customer rating: 5 out of 5 stars Better than airpod max Verified Buyer Reviewed by Gagan - June 25, 2023 [This review was collected as part of a promotion.] I bought Sony xm5 first but still returned them for airpod max as there was a sale on Airpods Max. Airpod max were nohwhere as comfortable as xm5, it was like wearing a 1 pound metal rod on my head. got back my xm5 after 2 day. lived happily ever after :p Review originally posted on bestbuy.com Yes, I would recommend this to a friend. Quality: Excellent Value: Excellent Ease of Use: Excellent",Positive
Anonymous reviewer,5,"Customer rating: 5 out of 5 stars Great quality Reviewed by Anonymous reviewer - October 6, 2022 [This review was collected as part of a promotion.] Love them. Loud and comfortable. Also let’s you hear the background if you want to. 

My daughter needs earphones for school and this one are awesome.

Came in a so pretty bag,  Love these headphones. Great quality. Soft & comfortable on the ears. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
MagaliL - September,5,"Customer rating: 5 out of 5 stars Best headphones for school and everyday useX Verified Buyer Reviewed by MagaliL - September 15, 2023 [This review was collected as part of a promotion.] I’m very happy with these headphones. Super comfortable, not bulky or heavy. Sound is excellent. I use these for my school, at home watching movies to listening to music. Overall the best headphones I have ever purchased. My husband got some too!! Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
KarenE - November,5,"Customer rating: 5 out of 5 stars Sony - WH1000XM5 Wireless Noise-Canceling Verified Buyer Reviewed by KarenE - November 19, 2023 [This review was collected as part of a promotion.] I really like headphones. They have very good sound quality and the noise cancellation is also great when you have to do work or do other activities at home. Personally, I consider it a very good product and I do not regret buying it. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
"R1B2 - May 30,",5,"Customer rating: 5 out of 5 stars Sony WH-1000XM5 headphones Reviewed by R1B2 - May 30, 2022 [This review was collected as part of a promotion.] Absolutely love these headphones, they’re so light and comfortable to wear even for long periods of time, the sound is superb and the noise cancelling works well. Bluetooth connectivity is good and the headphones app really helps Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
UrielS - December,5,"Customer rating: 5 out of 5 stars The best purchase I’ve ever made. Verified Buyer Reviewed by UrielS - December 15, 2024 [This review was collected as part of a promotion.] These are the best headphones I’ve ever bought, and I got them for a great deal. They have excellent sound quality, are very lightweight, and their battery is outstanding. I highly recommend these headphones. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
"Oleg - May 29,",5,"Customer rating: 5 out of 5 stars Love them! Sent chills through the body. Verified Buyer Reviewed by Oleg - May 29, 2022 [This review was collected as part of a promotion.] Sent chills through the body when I first heard reggae dancehall on them! Amazing! I would definitely recommend to a a friend! I had the wh-H900N and upgraded to these. They are awesome! Worth $400 easy. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Anonymous reviewer,1,"Customer rating: 1 out of 5 stars Arm snapped after just over a year of light use Reviewed by Anonymous reviewer - February 3, 2026 I am honestly pretty peeved about this - I paid these headphones off over a year, and as soon as I did and the warranty expired one of the arms cracked and they’re completely unwearable because they don’t fit right anymore. I had the XM3 version of these previously and actually still have them, although the noise canceling no longer works, so I’m really disappointed in the quality of these. Their build is significantly cheaper and less sturdy than their predecessor. And the only option for repair is to send to a third party - who will charge you whether or not they can fix them. I’ve been a big Sony fan for years but I will be switching companies. Review originally posted on sony.com No, I would not recommend this to a friend.",Neutral
Darbz17 - January,5,"Customer rating: 5 out of 5 stars Best noise canceling headphones! Verified Buyer Reviewed by Darbz17 - January 27, 2023 [This review was collected as part of a promotion.] Best noise canceling headphones that you can get, recommend to anyone and even cheaper than Apple. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
annnnyx - March,5,"Customer rating: 5 out of 5 stars sound amazing! Verified Buyer Reviewed by annnnyx - March 22, 2024 [This review was collected as part of a promotion.] battery life is amazing! sound quality also amazing. all in all amazing! Worth every $. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
ParkRat - January,5,"Customer rating: 5 out of 5 stars Great noise cancelling and battery life! Verified Buyer Reviewed by ParkRat - January 7, 2023 [This review was collected as part of a promotion.] Love these headphones! Battery life is excellent and the noise cancelling is awesome. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Henry001 - January,5,"Customer rating: 5 out of 5 stars Sound is great Verified Buyer Reviewed by Henry001 - January 13, 2026 Feels good and light. The sound is 5/5. The design is great too Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
Whyce - February,5,"Customer rating: 5 out of 5 stars Good Verified Buyer Reviewed by Whyce - February 3, 2023 [This review was collected as part of a promotion.] Great quality, design,finish,digestible sound. Love it. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Anonymous reviewer,2,"Customer rating: 2 out of 5 stars Sony Let Me Down—Not Buying Again Verified Buyer Reviewed by Anonymous reviewer - March 29, 2025 Just over a year after purchase—right past the factory warranty—the swivel connection cracked. I carefully superglued it, but that only extended its life by a month. A repair costs $150 to $200, nearly the same as the current sale price.

I’m extremely disappointed in the build quality and Sony’s refusal to offer assistance, especially considering my original $400 investment. If you want great Bluetooth features and sound, you're better off putting your money into the more durable WH-1000XM4.

As for me, I’ll be looking beyond Sony for my next purchase. Review originally posted on sony.com No, I would not recommend this to a friend.",Positive
Anonymous reviewer,2,"Customer rating: 2 out of 5 stars Sony Let Me Down—Not Buying Again Verified Buyer Reviewed by Anonymous reviewer - March 29, 2025 [This review was collected as part of a promotion.] Just over a year after purchase—right past the factory warranty—the swivel connection cracked. I carefully superglued it, but that only extended its life by a month. A repair costs $150 to $200, nearly the same as the current sale price.

I’m extremely disappointed in the build quality and Sony’s refusal to offer assistance, especially considering my original $400 investment. If you want great Bluetooth features and sound, you're better off putting your money into the more durable WH-1000XM4.

As for me, I’ll be looking beyond Sony for my next purchase. Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Positive
Michelle - August,1,"Customer rating: 1 out of 5 stars Poor design/quality Verified Buyer Reviewed by Michelle - August 27, 2024 [This review was collected as part of a promotion.] I've only had the headphones for 6 months and the plastic on the headband portion is peeling, the plastic/metal that connects the headphone to the heandband is broken rendering the left side useless and the speak to chat option will randomly turn on causing my music/sound to stop playing whenever it picks up me speaking or outside noise. Battery life is horrible, dies very quickly even after charging. Meanwhile I had my bose headphones for 2 years with no problems. I regret changing to sony, the only reason I did is because the cushion fell off of my bose (i didnt know they were replacable) and I didnt like the design for the new bose that came out. However due to this extremely poor experience with sony I will be going back to bose! Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Negative
"AlexaC - June 18,",5,"Customer rating: 5 out of 5 stars Quality over quantity product!!! Verified Buyer Reviewed by AlexaC - June 18, 2024 [This review was collected as part of a promotion.] These headphones were amazing, the sound quality was so clear and the fact that you could customize the sound and change it based on what you are listening to is what really drew me in. Personally I like to purchase items based off of quality at an affordable price, I will say that these are little more on the $$$ side but it is 100% worth it if you value great sound quality. Overall the default setting for the sound is really good but the fact that you can select from multiple pre-made settings as well as customize your own is a really unique and thoughtful feature, it allows you to play with the sounds of the music and adjust them to fit your specific listening style. Not only is the quality of the sound impeccable but the style and comfort of the headphones is also very modern and comfortable. From the stone/tan color that looks great and doesn't leave any visible grease marks from your fingers or face to the soft, pillowy cushioning around the hears and headband that makes you forget your wearing headphones at all. Another great feature is the touch responsive surface on the sides of the headphones, it is super helpful and does away with the bulkiness of buttons and on a single charge these headphones have lasted through an entire roadtrip from Houston to Orlando. Overall I highly recommend these headphones, and while they might be on the pricey side they are worth every penny, nickel and dime. I love them and I know they will last for a LONG time with me!! Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
"MrC72 - April 7,",5,"Customer rating: 5 out of 5 stars Simply Amazing Reviewed by MrC72 - April 7, 2023 I have been using the Sony WH-1000XM5 now for almost 2 weeks and all I can say is simply amazing 
I come from a background of enjoying soundbars, a decent set of headphones will blow any sound bar out of the water.
Typical Sony build quality, I like the simplistic design and comfort and controls are easy to use, the app makes everything easy to set up.
I can't honesty think of anything negative to say, if I was being nit picky, the outer plastics are a bit of a finger print magnet (skin grease).
My hats off to you Sony, a fantastic product, superb sound quality and a simple yet fantastic comfortable design.

Highly recommend. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"SL289 - July 27,",5,"Customer rating: 5 out of 5 stars A worthy successor Reviewed by SL289 - July 27, 2024 I bought these as an upgrade to my ageing WH1000 XM3’s. I’ve worn my XM3’s pretty much every day for the last nearly 6 years (Oct 2018 - July 2024) and they’re starting to play up (noise cancelling is being weird, and the ear cups are deteriorating along with the headband), but when they work they’re still the best headphones I’ve ever owned. They’ve got great sounding audio and incredible noise cancelling, along with being very well built and so comfortable. I often wear my XM3’s for 8 hours a day at work, along with while I’m walking my dogs, cutting the grass, washing the car - they’ve just been awesome. That’s why I decided to get some XM5’s in the Prime Day sales, and I’m so glad I did. The XM5’s not only sound better, but the noise cancelling is also improved. I don’t find the head band quite as comfortable as the XM3’s, but I’ve maybe just not dialled them in yet. They feel arguably better built, though they’ve lost the folding feature - no huge loss though, just a larger footprint when not in use. I truly am blown away by the improvements in sound and noise cancelling, along with the QoL improvements like being able to connect to 2 devices and audio pausing when you take them off. I bought them in the hope they’d be as good as my XM3’s, and in the hope they’d be better, but they’ve surpassed my expectations. The carry case is larger than the XM3’s due to the loss of folding ear cups, but feels just as sturdy, great for travelling. My XM3’s have had over 10,000 hours of use over nearly 6 years and are still going, fingers crossed the XM5’s do just as well. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"Kadete - May 31,",5,"Customer rating: 5 out of 5 stars Full of feature with outstanding sound Reviewed by Kadete - May 31, 2022 [This review was collected as part of a promotion.] This is definitely the best over the ear head set Sony has come up with. I own several Sony products, but this headset has become my favorite. Now for the GOOD things. It comes with a cable to convert from wireless to wired headset. The feel is very smooth like silk or silicon cover. In addition, the battery life and range distance are great compared to my in-ear set. It comes with a nice carrying case with is of good quality. 
One of the best features is the auto on/off of the noise cancellation control. When I start talking, ambient sound comes on and will stop the music. Once I stop talking noise cancelling restarts and so does music. Despite a few things that are not great, the app is easy to use and full of useful features including turning off the headset from the phone. It is a very light weight and very comfortable headset worth of any music lover consideration. The controls and instructions to use them are clear and easy to follow both in print and online. A couple to things I should mention that I do not like but are not worth removing a start. First, it is not water resistant, second the app has the 360 sound feature that it does create a better listening experience but it is too invasive by taking pics of one's ears. The second is that is does not have a complete noise canceling, it is more like a noise reducing capability. While it does reduce the ambient sound significantly, the noise cancelling is not so as effective as the in-ear Sony headset I have. The charging cable is extremely short for such high end headset.
It's a very nice, soft, comfortable great sounding headset full with nice features. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
RezDogDre - February,1,"Customer rating: 1 out of 5 stars Manufacturer defect/Sony wont honor warranty Verified Buyer Reviewed by RezDogDre - February 12, 2025 [This review was collected as part of a promotion.] Been using the Sony XM models since 2018 with the XM3's. Eventually to the XM4's and now the XM5's. I used my headphones roughly 8 hours a day pretty much every day and every pair held up just fine until the XM5's. This is my second pair of XM5's that have broken due to manufacture defect in the hinge. This hinge problem is a well known issue by Sony with hundreds of posts on various websites. Their own sony support forums has a post with over 12000 views for the hinge issue. For reference the rest of their posts only have a few hundred views, maybe breaking 1000 on one or two. The first pair of XM5's lasted 1 day after the warranty. The most recent pair only lasted 6 months. The only thing that has happened with these headphones is they go from my head to my desk to charge then back on my head the next day.

Sony refuses to honor their 1 year warranty for manufacturer defects. Instead of fixing their mistake they will try to charge you $100 to fix their defect. If you look at any of the other broken headphone posts on bestbuy or wherever. ITS ALWAYS at the hinge. This is a clear defect and Sony like all large corporations try to play innocent. check the pictures in the post. got one of both pairs and then the most recent pairs break

I really don't want to leave a one star review because these headphones sound AMAZING. and their battery life is fantastic and on top of that they charge quickly. 10-15 minutes and they are good to go usually. So if you are a minimum use headphone user these are probably okay if you got cash to spend, but i cannot recommend these. For $400 dollars a pop they should last more than a year. Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Positive
"ebk02 - May 19,",4,"Customer rating: 4 out of 5 stars has many functions, good sound, comfortable Reviewed by ebk02 - May 19, 2022 [This review was collected as part of a promotion.] These headphones offer a lot of flexibility, and functions in a lightweight over-the-ear headphone. 
The headphones are packed in a nice case, along with a couple cables - one for charging, and a 3.5 cable for listening directly.
The ear pads are very soft, conform well, and extremely comfortable. The headband is also nicely padded. The earcups swivel easily, and fit well on your ears. Overall - very comfortable. Should be able to use for hours without fatigue. 
The outer shell of the headphones seems to be a matt plastic.
There are a number of functions the 'phones can do by touching, tapping, or swiping the outer part of the earcup. Volume up / down, change track, etc. Download the Sony app - allows for setup, EQ, etc. 
I did not complete the ""360 degree"" as it involved a subscription, and other steps. It appears to be a method of adding different effects to music, that may be useful to some.
Now to the sound. I tested these with computer, phone, and MP player. I was amazed at the ambient cancellation - excellent - there was almost no sound bleed through. 
First I tested these wired directly, with classical, jazz, and classic rock - on all devices. Bass response was excellent - went to the lowest lows without booming. Then the mids seemed to have too much ""presence"". But the biggest disappointment was that the highs were very recessed. I then paired the headphones with each device. Bluetooth paring went perfectly with all devices. The sound was greatly improved - the treble was a little more balanced. I went back and forth numerous time to confirm....Using the EQ in the app, one should be able to customize the sound for personal liking. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Philipg50 - May,5,"Customer rating: 5 out of 5 stars Best headphones Reviewed by Philipg50 - May 28, 2022 [This review was collected as part of a promotion.] Sony who-1000m5 headphones

Had these phones for a week or so.
First impressions were that these are well built and extremely comfortable to wear,I kept them on for about four or five hours and they never felt uncomfortable or tight,very nice fit.I find that they work well on TV ,iPad and mobile phone.good USB c charging and audio cable.
They don't fold like my previous headphones,but they are quite compact and I was never sure if constant folding phones was a good idea anyway.They come in a nice case with cables enclosed.3Thirty hours from full charge and three minutes charge gives three hours life.
I did have a problem at first as the phones kept cutting out,every few seconds,I initialized them a couple of times and now they work fine.I tried them up to about sixty feet from mobile and they did well up to about fifty feet appx.
I am not a big audiofile, but I find the music is beautifully balanced and sounds like you are in the studio with the artists,so clear!even at higher volume.eight microphones and two processors give plenty of power.
You can also adjust settings to suit.
It is easy to switch between noise cancelling and ambient sound,and pairing was easy enough.Noise cancelling worked as expected,and a big step up from my other buds and headphones.
The right cup can be used to mute just by cupping your hand over it,handy if needed,right cup is used for volume ,next track etc and if you take off phones it pauses 
I don't phone much anymore,but found that phone call was clear,and did not feel echoey 

All in all I am very pleased,best headphones I have ever had,and I've had a few.I would thoroughly recommend,after all,they are Sony! Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
